ID,Label,Valor
181,Puertos USB,4
181,Bandas de radiofrecuencia,2.4 GHz
181,Asistente de voz,Google Assistant
181,Uso sugerido,Interiores
181,App para manejo,NEXXT HOME
181,Compatible con,Android
181,Número de tomacorrientes,4
201,Conectividad,Wi-Fi
201,Dimensiones,Abierto: 37.5 cm x 56.7 cm x 25.9 cm y Cerrado: 37.5 cm x 34.7 cm x 18.7 cm (ancho x profundidad x alto)
201,Compatibilidad,Multiplataforma
201,Máximo hojas impresas a color," 6000 pu00e1ginas (botellas de color cian T504220-AL, magenta T5044320-AL, amarillo T504420-AL)"
201,Máximo hojas impresas a negro,7500 pu00e1ginas (botella de tinta negra T504120-AL)
201,Ciclo de vida mensual,Hasta 3000 pu00e1ginas
201,Velocidad de impresión a color,15 ppm
201,Velocidad de impresión a negro,33 ppm 
201,ADF,No
201,Escanea hojas tamaño oficio,No
201,Resolución de impresión,Hasta 5760 x 1440 dpi de resoluciu00f3n optimizada en varios tipos de papel 
201,Incluye tinta tricolor,Yes
201,Incluye tinta negra,Yes
221,Micrófono Integrado,Si
221,NFC,No
221,Peso,6.1g (por audífono) y 60g (estuche de carga)
221,Tiempo de garantía,1 año
221,Resistente al agua,No
221,Tipo de audífono,In Ear
221,Noise Cancelling,Si
221,Opción cable auxiliar,No
221,Duración de batería,6 hrs + 16hrs con estuche de carga
221,Clasificación IP,IPX2
241,Micrófono Integrado,Si
241,NFC,No
241,Peso,5.5g (por auricular) y 36.5g (estuche de carga)
241,Tiempo de garantía,1 año
241,Resistente al agua,No
241,Tipo de audífono,In Ear
241,Noise Cancelling,Si
241,Opción cable auxiliar,N/A
241,Duración de batería,10 horas
241,Clasificación IP,IPX2
242,Micrófono Integrado,Si
242,NFC,No
242,Peso,5.5g (por auricular) y 36.5g (estuche de carga)
242,Tiempo de garantía,1 año
242,Resistente al agua,No
242,Tipo de audífono,In Ear
242,Noise Cancelling,Si
242,Opción cable auxiliar,No
242,Duración de batería,10 horas
242,Clasificación IP,IPX2
243,Micrófono Integrado,Su00ed
243,NFC,No
243,Peso,260g
243,Tiempo de garantía,1 año
243,Resistente al agua,No
243,Tipo de audífono,Over Ear
243,Noise Cancelling,Si
243,Opción cable auxiliar,No
243,Duración de batería,24 hrs
243,Clasificación IP,IPX2
244,Micrófono Integrado,Su00ed
244,NFC,No
244,Peso,260g
244,Tiempo de garantía,1 año
244,Resistente al agua,No
244,Tipo de audífono,Over Ear
244,Noise Cancelling,Si
244,Opción cable auxiliar,No
244,Duración de batería,24
244,Clasificación IP,IPX2
263,Micrófono Integrado,Si
263,NFC,No
263,Peso,16.2g
263,Tiempo de garantía,1 año
263,Resistente al agua,No
263,Tipo de audífono,In Ear
263,Noise Cancelling,No
263,Opción cable auxiliar,No
263,Duración de batería,6 hrs
263,Clasificación IP,IPX2
301,Micrófono Integrado,Si
301,NFC,No
301,Peso,40g
301,Tiempo de garantía,1 año
301,Resistente al agua,No
301,Tipo de audífono,In Ear
301,Noise Cancelling,N/A
301,Opción cable auxiliar,No
301,Duración de batería,5 hrs + 19 hrs con estuche de carga 
301,Clasificación IP,IPX2
302,Tamaño de pantalla,"15.6"""
302,Ancho,35.9
302,Profundidad (cm),2.49
302,Alto (cm),24.9
302,Capacidad de memoria RAM,8 GB
302,Almacenamiento,1 TB
302,Sistema Operativo,Windows 10
302,Peso,"2,2 kg"
302,Procesador,Intel Core i7
302,Tiempo de garantía,3 años
302,Tarjeta de video,Nvidia GeForce GTX 1650 Ti
302,Color de iluminación,Multicolor
321,Tamaño de pantalla,"15.6"""
321,Ancho,39.0
321,Profundidad (cm),26.6
321,Alto (cm),26.7
321,Capacidad de memoria RAM,8 GB
321,Almacenamiento,256 GB
321,Sistema Operativo,Windows 10
321,Peso,2.5kg
321,Procesador,Intel Core i5
321,Tiempo de garantía,1 año
321,Tarjeta de video,Nvidia GTX1650
321,Color de iluminación,Multicolor
341,Tamaño de pantalla,"15.6"""
341,Ancho,39.6
341,Profundidad (cm),26.7
341,Alto (cm),26.6
341,Capacidad de memoria RAM,8 GB
341,Almacenamiento,512 GB
341,Sistema Operativo,Windows 10
341,Peso,2.5 kg
341,Procesador,Intel Core i5
341,Tiempo de garantía,1 año
341,Tarjeta de video,Nvidia GeForce GTX 1650 Ti
341,Color de iluminación,Multicolor
361,Micrófono Integrado,Su00ed
361,NFC,No
361,Peso,13g
361,Tiempo de garantía,1 año
361,Resistente al agua,No
361,Tipo de audífono,In Ear
361,Noise Cancelling,No
361,Opción cable auxiliar,No
361,Duración de batería,12
361,Clasificación IP,IPX2
362,Micrófono Integrado,Su00ed
362,NFC,No
362,Peso,13g
362,Tiempo de garantía,1 año
362,Resistente al agua,No
362,Tipo de audífono,In Ear
362,Noise Cancelling,No
362,Opción cable auxiliar,No
362,Duración de batería,12
362,Clasificación IP,IPX2
363,Micrófono Integrado,Su00ed
363,NFC,No
363,Peso,13g
363,Tiempo de garantía,1 año
363,Resistente al agua,No
363,Tipo de audífono,In Ear
363,Noise Cancelling,No
363,Opción cable auxiliar,No
363,Duración de batería,12
363,Clasificación IP,IPX2
381,Bandas de radiofrecuencia,2.4 y 5.0 GHz
381,Tecnología MU-MIMO,No
381,Tipo,Router
381,App Movil para instalacion,Si
381,Velocidad en 2.4 Ghz,300 Mbps 
381,Velocidad en 5.8 Ghz,867 Mbps 
381,Red de Invitados,Si
381,Puntos de Acceso Mesh,No
382,Bandas de radiofrecuencia,2.4 y 5.0 GHz
382,Tecnología MU-MIMO,Yes
382,Tipo,Router
382,App Movil para instalacion,Si
382,Velocidad en 2.4 Ghz,Si
382,Velocidad en 5.8 Ghz,Si
382,Red de Invitados,Si
382,Puntos de Acceso Mesh,1
383,Bandas de radiofrecuencia,2.4 y 5.0 GHz
383,Tecnología MU-MIMO,No
383,Tipo,Router
383,App Movil para instalacion,Si
383,Velocidad en 2.4 Ghz,Si 
383,Velocidad en 5.8 Ghz,Si 
383,Red de Invitados,Si
383,Puntos de Acceso Mesh,1 
384,Bandas de radiofrecuencia,2.4 y 5.0 GHz
384,Tecnología MU-MIMO,Yes
384,Tipo,Sistema Mesh
384,App Movil para instalacion,Si
384,Velocidad en 2.4 Ghz,574 Mbps  
384,Velocidad en 5.8 Ghz,2402 Mbps  
384,Red de Invitados,Si
384,Puntos de Acceso Mesh,1
385,Bandas de radiofrecuencia,2.4 y 5.0 GHz
385,Tecnología MU-MIMO,Yes
385,Tipo,Sistema Mesh
385,App Movil para instalacion,Si
385,Velocidad en 2.4 Ghz,574 Mbps  
385,Velocidad en 5.8 Ghz,2402 Mbps  
385,Red de Invitados,Si
385,Puntos de Acceso Mesh,1
386,Bandas de radiofrecuencia,2.4 y 5.0 GHz
386,Tecnología MU-MIMO,Yes
386,Tipo,Sistema Mesh
386,App Movil para instalacion,Si
386,Velocidad en 2.4 Ghz,Si 
386,Velocidad en 5.8 Ghz,No
386,Red de Invitados,Si
386,Puntos de Acceso Mesh,3
401,Tamaño de pantalla,"15.6"""
401,Ancho,39.0
401,Profundidad (cm),26.6
401,Alto (cm),26.7
401,Capacidad de memoria RAM,8 GB
401,Almacenamiento,512 GB
401,Sistema Operativo,Windows 10
401,Peso,2.5Kg
401,Procesador,Intel Core i5
401,Tiempo de garantía,1 año
401,Tarjeta de video,Nvidia GeForce RTX 3060
401,Color de iluminación,Blanco
402,Tamaño de pantalla,"15.6"""
402,Ancho,36.14
402,Profundidad (cm),25.42
402,Alto (cm),2.32
402,Capacidad de memoria RAM,16 GB
402,Almacenamiento,512 GB
402,Sistema Operativo,Windows 10
402,Peso,2.40 kg
402,Procesador,Intel Core i7
402,Tiempo de garantía,1 año
402,Tarjeta de video,Nvidia GeForce RTX 3060
402,Color de iluminación,Multicolor
461,Bandas de radiofrecuencia,2.4 GHz
461,Asistente de voz,Google Assistant
461,Uso sugerido,Interiores
461,App para manejo,Xiaomi Home
461,Potencia (Watts),10
461,Iluminación (lumens),20
461,Equivalencia focos (Watts),80
461,Color de iluminación,Multicolor
501,Bandas de radiofrecuencia,2.4 y 5.0 GHz
501,Tecnología MU-MIMO,No
501,Tipo,Router
501,App Movil para instalacion,Si
501,Velocidad en 2.4 Ghz,300 Mbps
501,Velocidad en 5.8 Ghz,867 Mbps
501,Red de Invitados,N/A
501,Puntos de Acceso Mesh,No
503,Bandas de radiofrecuencia,2.4 GHz
503,Asistente de voz,Google Assistant
503,Uso sugerido,Interiores
503,App para manejo,Xiaomi Home
503,Potencia (Watts),10
503,Iluminación (lumens),10
503,Equivalencia focos (Watts),60
503,Color de iluminación,Multicolor
521,Resolución de video,5.4K
521,Estabilizador de imagen ,Si
521,Tipo de estabilizador,3-axis
521,Resolución de fotografía,20 megapíxeles 
521,Bluetooth,Si
521,Control remoto,Yes
521,HDR (High Dynamic Range),No
521,Conexión Wi-Fi,Si
521,Memoria Interna,8 GB
521,Altura máxima de vuelo (m),6 Metros
521,Distancia máxima de vuelo (km),18.5kilometros
521,Velocidad máxima de vuelo (m/s),15 metros
521,Tiempo máximo de vuelo (min),30 Minutos
521,Detección de obstáculos,Si
521,Tipo de memoria externa,MicroSD
521,Memoria externa,128 GB
522,Bandas de radiofrecuencia,2.4 y 5.0 GHz
522,Tecnología MU-MIMO,No
522,Tipo,Router
522,App Movil para instalacion,Si
522,Velocidad en 2.4 Ghz,300 Mbps 
522,Velocidad en 5.8 Ghz,867 Mbps
522,Red de Invitados,N/A
522,Puntos de Acceso Mesh,No
541,Resolución de video,1080P
541,Micrófono Integrado,Si
541,Asistente de voz,Google Assistant
541,Uso sugerido,Interiores
541,App para manejo,Mi Home
541,Memoria externa,64 GB
541,Campo de visión,360º
541,Visión nocturna,Si
541,Detección de movimiento,Si
541,Bocina integrada,Si
541,Almacenamiento en la nube,Si
541,Movimiento motorizado,Si
542,Bandas de radiofrecuencia,2.4 y 5.0 GHz
542,Tecnología MU-MIMO,Yes
542,Tipo,Sistema Mesh
542,App Movil para instalacion,Si
542,Velocidad en 2.4 Ghz,574 Mbps 
542,Velocidad en 5.8 Ghz,2402 Mbps 
542,Red de Invitados,Si
542,Puntos de Acceso Mesh,1
543,Bandas de radiofrecuencia,2.4 y 5.0 GHz
543,Tecnología MU-MIMO,Yes
543,Tipo,Sistema Mesh
543,App Movil para instalacion,Si
543,Velocidad en 2.4 Ghz,574 Mbps
543,Velocidad en 5.8 Ghz,1201 Mbps
543,Red de Invitados,Si
543,Puntos de Acceso Mesh,1
561,Tipo de batería,N/A
561,Peso,127g
561,Inalámbrico,No
561,Tipo de sensor,Óptico
561,Duración de batería,Ninguna
561,Iluminación,Si
561,Tipo de botón,Mecánico
561,DPI,8200
621,Tipo de batería,AA
621,Peso,99g
621,Inalámbrico,Yes
621,Tipo de sensor,Hero
621,Duración de batería,250
621,Iluminación,No
621,Tipo de botón,Mecánico
621,DPI,12000
641,Años de garantía totales,1
641,Micrófono Integrado,No
641,Potencia,20 Watts
641,Resistente al agua,Si
641,Duración de batería,12
641,Clasificación IP,IPX7
641,Tiempo de carga (hrs),3.5
641,Iluminación,Si
642,Micrófono Integrado,Si
642,NFC,No
642,Peso,0.073Kg
642,Tiempo de garantía,1 año
642,Resistente al agua,No
642,Tipo de audífono,In Ear
642,Noise Cancelling,No
642,Opción cable auxiliar,No
642,Duración de batería,8 hrs + 24 hrs con estuche de carga
642,Clasificación IP,IPX2
661,Años de garantía totales,1
661,Micrófono Integrado,No
661,Potencia,4 Watts
661,Resistente al agua,Si
661,Duración de batería,5
661,Clasificación IP,IP67
661,Tiempo de carga (hrs),2.5
661,Iluminación,No
681,Tipo de batería,AA
681,Peso,83g
681,Inalámbrico,Yes
681,Tipo de sensor,Óptico
681,Duración de batería,450 en modo Bluetooth - 285 en modo HyperSpeed Wireless
681,Iluminación,No
681,Tipo de botón,Mecánico
681,DPI,16000
701,Micrófono Integrado,Si
701,NFC,No
701,Peso,11.34 g (Por audífono) y 36.85 g (Por estuche)
701,Tiempo de garantía,1 año
701,Resistente al agua,No
701,Tipo de audífono,In Ear
701,Noise Cancelling,No
701,Opción cable auxiliar,No
701,Duración de batería,5hrs de batería + 15hrs con estuche de carga
701,Clasificación IP,IPX2
702,Micrófono Integrado,Si
702,NFC,No
702,Peso,11.34 g (Por audífono) y 36.85 g (Por estuche)
702,Tiempo de garantía,1 año
702,Resistente al agua,No
702,Tipo de audífono,In Ear
702,Noise Cancelling,No
702,Opción cable auxiliar,No
702,Duración de batería,5hrs de batería + 15hrs con estuche de carga
702,Clasificación IP,IPX2
703,Micrófono Integrado,Si
703,NFC,No
703,Peso,8.50 (Por audífono) y 39.69 (Estuche de carga)
703,Tiempo de garantía,1 año
703,Resistente al agua,No
703,Tipo de audífono,In Ear
703,Noise Cancelling,No
703,Opción cable auxiliar,N/A
703,Duración de batería,5 hrs de batería + 15 hrs con estuche de carga
703,Clasificación IP,IPX2
704,Micrófono Integrado,Si
704,NFC,No
704,Peso,8.50 (Por audífono) y 39.69 (Estuche de carga)
704,Tiempo de garantía,1 año
704,Resistente al agua,No
704,Tipo de audífono,In Ear
704,Noise Cancelling,No
704,Opción cable auxiliar,No
704,Duración de batería,5 hrs de batería + 15 hrs con estuche de carga
704,Clasificación IP,IPX2
721,Bandas de radiofrecuencia,2.4 GHz
721,Asistente de voz,Google Assistant
721,Uso sugerido,Interiores
721,App para manejo,NEXXT HOME
721,Potencia (Watts),10
721,Iluminación (lumens),10
721,Equivalencia focos (Watts),N/A
721,Color de iluminación,Multicolor
722,Bandas de radiofrecuencia,2.4 GHz
722,Asistente de voz,Google Assistant
722,Uso sugerido,Interiores
722,App para manejo,NEXXT HOME
722,Potencia (Watts),10
722,Iluminación (lumens),10
722,Equivalencia focos (Watts),N/A
722,Color de iluminación,Multicolor
801,Años de garantía totales,1 Au00f1o
801,Operador,Liberado
801,Sistema Operativo,Android
801,Cámara,"48MP +8PM +2MP +2MP, Frontal: 8MP"
801,Otro,
801,Capacidad de memoria RAM,4 GB
801,Memoria Interna,128 GB
801,Pantalla,"6.5"""
801,Batería,6000mAh
801,Procesador,Snapdragon 662
802,Años de garantía totales,1 Año
802,Operador,Liberado
802,Sistema Operativo,Android
802,Cámara, 48+8+2+2 MP|Frontal: 8MP
802,Otro,
802,Capacidad de memoria RAM,4 GB
802,Memoria Interna,128 GB
802,Pantalla,"6.5"""
802,Batería,6000mAh
802,Procesador,Snapdragon 662
803,Años de garantía totales,1 Año
803,Operador,Liberado
803,Sistema Operativo,Android
803,Cámara, 48+8+2+2 MP|Frontal: 8MP
803,Otro,
803,Capacidad de memoria RAM,4 GB
803,Memoria Interna,128 GB
803,Pantalla,"6.5"""
803,Batería,6000mAh
803,Procesador,Snapdragon 662
821,Tamaño de pantalla,"8"""
821,Años de garantía totales,
821,Sistema Operativo,Android
821,Cámara,Trasera: 5MP | Frontal: 2MP
821,Otro,
821,Capacidad de memoria RAM,2 GB
821,Batería,5000mAh
821,Procesador,MediaTek Helio A22
821,Capacidad de memoria ROM,32 GB
821,Conexión LTE,Yes
841,Material,Poliester
841,Iluminación,No
841,Tamaño,XL
842,Material,Poliester
842,Iluminación,No
842,Tamaño,XXL
861,Años de garantía totales,1 Año
861,Operador,Liberado
861,Sistema Operativo,Android
861,Cámara,48+8+2+2 MP|Frontal: 20 MP
861,Otro,
861,Capacidad de memoria RAM,8 GB
861,Memoria Interna,256 GB
861,Pantalla,"6.6"""
861,Batería,5100mAh
861,Procesador,Octa-Core
921,Ancho,.767
921,Profundidad (cm),0.675
921,Años de garantía totales,1
921,Cantidad De Hornillas,6
921,Panel Digital,No
921,Luz En El Horno,Yes
921,Termostato En Horno,No
921,Sistema De Convección,No
921,Función Programable De Horno,No
921,Auto Limpieza En Horno,No
921,Asador,No
921,Alto (cm),.939
921,Combustión,Gas
921,Ancho,"30"""
921,Comal,Yes
921,Parrillas hierro fundido,Yes
921,Acabado en cubierta,Acero
921,Encendido eléctrico en horno,Si
921,Timer,No
921,Conexión Wi-Fi,No
922,Ancho,70 cm
922,Profundidad (cm),74.8 cm
922,Años de garantía totales,1 Año
922,Tipo de panel,Perillas/Digital
922,Tipo de carga,Superior
922,Señal De Fin De Ciclo,Yes
922,Alto (cm),113.1 cm
922,Color,Negro
922,Ahorro en consumo energético,Estándar
922,Capacidad interna en libras,52
922,Tipo de propela,Pulsador
922,Material de la tina,Acero
922,Depósito de detergente,Yes
922,Depósito de suavizante,Yes
922,Depósito de cloro,No
922,Filtro atrapamota,No
922,Lavado programable,No
922,¿Funciona con llenado manual?,Yes
922,Ciclos de lavado,10
922,Temperaturas, 
922,Niveles de agua,2
922,Sistema de transmisión directa,No
922,Tipo de tapa,Vidrio
922,Conexión Wi-Fi,No
922,Tecnología,N/A
924,Ancho,68.6
924,Profundidad (cm),74.4
924,Años de garantía totales,1
924,Tipo de panel,Perillas/Digital
924,Tipo de carga,Superior
924,Señal De Fin De Ciclo,Yes
924,Alto (cm),111.7
924,Color,Blanco
924,Ahorro en consumo energético,Inverter
924,Capacidad interna en libras,44
924,Tipo de propela,Pulsador
924,Material de la tina,Acero
924,Depósito de detergente,Yes
924,Depósito de suavizante,Yes
924,Depósito de cloro,No
924,Filtro atrapamota,Yes
924,Lavado programable,No
924,¿Funciona con llenado manual?,Yes
924,Ciclos de lavado,8
924,Temperaturas,5
924,Niveles de agua,4
924,Sistema de transmisión directa,No
924,Tipo de tapa,Vidrio
924,Conexión Wi-Fi,No
924,Tecnología,N/A
925,Ancho,68.6 cm
925,Profundidad (cm),74.4 cm
925,Años de garantía totales,1 Año
925,Tipo de panel,Perillas/Digital
925,Tipo de carga,Superior
925,Señal De Fin De Ciclo,Yes
925,Alto (cm),111.7 cm
925,Color,Blanco
925,Ahorro en consumo energético, 
925,Capacidad interna en libras,48
925,Tipo de propela,Pulsador
925,Material de la tina,Acero
925,Depósito de detergente,Yes
925,Depósito de suavizante,Yes
925,Depósito de cloro,No
925,Filtro atrapamota,No
925,Lavado programable,No
925,¿Funciona con llenado manual?,Yes
925,Ciclos de lavado,10
925,Temperaturas,5
925,Niveles de agua,4
925,Sistema de transmisión directa,No
925,Tipo de tapa,Vidrio
925,Conexión Wi-Fi,No
925,Tecnología,N/A
929,Ancho,
929,Profundidad (cm),
929,Sistema De Deshielo, 
929,Capacidad En Pies Cúbicos (Brutos), 
929,Capacidad En Pies Cúbicos (Netos), 
929,Dispensador Manual De Agua,No
929,Dispensador Automático De Agua,No
929,Dispensador Manual De Hielo,No
929,Dispensador Automático De Hielo,No
929,Minibar Externo,No
929,Alto (cm),
929,Color, 
929,Tipo de Refrigerador, 
929,Ahorro en consumo energético, 
929,Entrepaños, 
929,Gavetas para vegetales, 
929,Haladeras, 
929,Tipo de luz en refrigerador, 
929,Tipo de luz en el congelador, 
929,Años de garantía totales, 
929,Conexión Wi-Fi, 
929,Tecnología, 
930,Ancho,76
930,Profundidad (cm),88.6
930,Sistema De Deshielo,No Frost
930,Capacidad En Pies Cúbicos (Brutos),22'
930,Capacidad En Pies Cúbicos (Netos),21'
930,Dispensador Manual De Agua,No
930,Dispensador Automático De Agua,Yes
930,Dispensador Manual De Hielo,No
930,Dispensador Automático De Hielo,Yes
930,Minibar Externo,No
930,Alto (cm),169.7
930,Color,Gris Metálico
930,Tipo de Refrigerador,Freezer Abajo
930,Ahorro en consumo energético,Inverter
930,Entrepaños,Vidrio
930,Gavetas para vegetales,2
930,Haladeras,Tipo pocket
930,Tipo de luz en refrigerador,LED
930,Tipo de luz en el congelador,LED
930,Años de garantía totales,1 Año
930,Conexión Wi-Fi,No
930,Tecnología,N/A
931,Ancho,76
931,Profundidad (cm),87.6
931,Sistema De Deshielo,No Frost
931,Capacidad En Pies Cúbicos (Brutos),22'
931,Capacidad En Pies Cúbicos (Netos),21'
931,Dispensador Manual De Agua,No
931,Dispensador Automático De Agua,No
931,Dispensador Manual De Hielo,No
931,Dispensador Automático De Hielo,No
931,Minibar Externo,No
931,Alto (cm),169.7
931,Color,Acero
931,Tipo de Refrigerador,Freezer Abajo
931,Ahorro en consumo energético,Inverter
931,Entrepaños,Vidrio
931,Gavetas para vegetales,2
931,Haladeras,Tipo pocket
931,Tipo de luz en refrigerador,LED
931,Tipo de luz en el congelador,LED
931,Años de garantía totales,3 Años
931,Conexión Wi-Fi,No
931,Tecnología,N/A
941,Años de garantía totales,1 Año
941,Operador,Liberado
941,Sistema Operativo,Android
941,Cámara, 48+8+2+2 MP|Frontal: 8MP
941,Otro,
941,Capacidad de memoria RAM,4 GB
941,Memoria Interna,128 GB
941,Pantalla,"6.5"""
941,Batería,6000mAh
941,Procesador,Snapdragon 662
1041,Tamaño de pantalla,"10.2"""
1041,Años de garantía totales,1 Año
1041,Sistema Operativo,iOS
1041,Cámara,8MP
1041,Otro,
1041,Capacidad de memoria RAM,N/A
1041,Batería, 
1041,Procesador,A12 Bionic
1041,Capacidad de memoria ROM,32 GB
1041,Conexión LTE,No
1081,Tecnología,LED
1081,Tamaño de pantalla,"50"""
1081,Definición,Ultra High Definition 4K
1081,Potencia de audio (Watts RMS),20 W
1081,Ancho,113 cm
1081,Alto sin base de mesa (cm),66.3 cm
1081,Alto con base de mesa (cm),72.2 cm
1081,Peso sin base de mesa (Kg),11.3 Kg
1081,Peso con base de mesa (Kg),11.4 Kg
1081,Sistema Operativo,Web-OS
